count,face_area_weighted_relative_L2,gate_passed,max_absolute_change,median_absolute_change,metric_scope,p95_absolute_change,relative_change_of_curve_integral,relative_change_of_negative_shear_integral,threshold,unweighted_relative_L2
250,0.04651624127760653,False,0.06150600000000006,0.00018002999999999954,overall_lowerWall,0.003711449999999952,0.022166941009033474,0.012993731014860017,0.03,0.051898153867788996
18,0.05166454763780775,,0.06150600000000006,0.01198200000000002,upstream_attached_wall,0.05440425,0.01800726958190142,0.01800726958190142,,0.05515816789823579
68,0.008413348345834123,,0.0004998000000000016,4.427500000000009e-05,near_step_region,0.00017858149999999958,0.035397068724281215,0.010110853804769388,,0.006535097871119955
122,0.0048594311741094595,,0.0008185999999999992,0.00019869999999999957,separated_region,0.0005005850000000003,0.0008339603318483251,0.026994062013658386,,0.004783879372888885
24,0.03258239484148932,,0.0005800999999999983,0.00044058750000000005,reattachment_neighbourhood,0.0005787650000000001,0.3466618886295208,0.013898310739922166,,0.03449752940158425
18,0.006080814220521382,,0.0008564066020260719,0.0006403291925315413,post_reattachment_region,0.0007984252414808975,0.00641530646332761,0.00641530646332761,,0.0062855118028674875
